3.653486880426227712e-01 5.000000000000000000e-01 -3.273654789551243005e-01 0.000000000000000000e+00
2.289746840806770600e-01 5.000000000000000000e-01 8.814290324275664279e-01 0.000000000000000000e+00
2.305561477205230192e-01 5.000000000000000000e-01 -4.687595788075308856e-01 0.000000000000000000e+00
9.019999652489639752e-01 5.000000000000000000e-01 1.097973814050978048e+00 0.000000000000000000e+00
6.427800225038291515e-01 5.000000000000000000e-01 -1.931161630366515780e+00 0.000000000000000000e+00
3.668665433207543014e-01 5.000000000000000000e-01 -7.735138292634915480e-01 0.000000000000000000e+00
3.745031091196855955e-01 5.000000000000000000e-01 1.585499808439138736e+00 0.000000000000000000e+00
1.022126268518378372e-01 5.000000000000000000e-01 7.312971424096113005e-01 0.000000000000000000e+00
4.961653777496505269e-01 5.000000000000000000e-01 4.616532351205536178e-01 0.000000000000000000e+00
7.607675669031208621e-01 5.000000000000000000e-01 1.631518954796632448e+00 0.000000000000000000e+00
8.926480597787740390e-01 5.000000000000000000e-01 -2.781932107553497513e-01 0.000000000000000000e+00
3.692102314843705990e-01 5.000000000000000000e-01 1.888325474692476691e+00 0.000000000000000000e+00
6.398647336913126926e-01 5.000000000000000000e-01 -1.610124283954897706e+00 0.000000000000000000e+00
7.752128024697737541e-01 5.000000000000000000e-01 2.025486551689659187e+00 0.000000000000000000e+00
5.062351010113186334e-01 5.000000000000000000e-01 -1.185479584279905296e+00 0.000000000000000000e+00
2.235657224514299712e-01 5.000000000000000000e-01 -7.408869095642515168e-01 0.000000000000000000e+00
6.360059587121480451e-01 5.000000000000000000e-01 1.621312672018761170e+00 0.000000000000000000e+00
5.012019656121317057e-01 5.000000000000000000e-01 -8.026279740088316794e-01 0.000000000000000000e+00
3.720368918804244918e-01 5.000000000000000000e-01 7.926295957985779461e-01 0.000000000000000000e+00
9.028054997500334355e-02 5.000000000000000000e-01 -6.862173192438252300e-01 0.000000000000000000e+00
2.378544236836676040e-01 5.000000000000000000e-01 2.070766979246921657e+00 0.000000000000000000e+00
3.636509184999212052e-01 5.000000000000000000e-01 4.438539751885456908e-01 0.000000000000000000e+00
7.608539379403079783e-01 5.000000000000000000e-01 9.694124632655642948e-02 0.000000000000000000e+00
9.813806994119664284e-02 5.000000000000000000e-01 2.065594120624488106e+00 0.000000000000000000e+00
6.264467215052755833e-01 5.000000000000000000e-01 -6.857608356627415969e-01 0.000000000000000000e+00
1.046345097738448360e-01 5.000000000000000000e-01 1.660409140422277829e+00 0.000000000000000000e+00
7.761623772011739808e-01 5.000000000000000000e-01 -1.120575733857674949e+00 0.000000000000000000e+00
7.652022490393755039e-01 5.000000000000000000e-01 -3.567072385941760793e-01 0.000000000000000000e+00
2.420342059169177107e-01 5.000000000000000000e-01 -1.940809685661788020e+00 0.000000000000000000e+00
3.594461106719631927e-01 5.000000000000000000e-01 1.267545920344581134e+00 0.000000000000000000e+00
6.369331139781169160e-01 5.000000000000000000e-01 1.240267567643666746e+00 0.000000000000000000e+00
8.944575756491556229e-01 5.000000000000000000e-01 1.527972648671340306e+00 0.000000000000000000e+00
3.598661109720325824e-01 5.000000000000000000e-01 1.043372159926025944e-02 0.000000000000000000e+00
7.660251917031787317e-01 5.000000000000000000e-01 -7.233615896392566746e-01 0.000000000000000000e+00
9.077905101960903611e-01 5.000000000000000000e-01 8.760310205449304277e-01 0.000000000000000000e+00
1.095608363472322377e-01 5.000000000000000000e-01 4.406173075359361979e-01 0.000000000000000000e+00
7.632726284721713661e-01 5.000000000000000000e-01 1.192179242537073858e+00 0.000000000000000000e+00
8.990289872420693662e-01 5.000000000000000000e-01 -1.085492125747922865e+00 0.000000000000000000e+00
9.032504722900835947e-01 5.000000000000000000e-01 -1.636621115687559858e+00 0.000000000000000000e+00
2.396839220693689765e-01 5.000000000000000000e-01 -1.054021193712106230e+00 0.000000000000000000e+00
7.619306624732000710e-01 5.000000000000000000e-01 -1.998264826051177945e+00 0.000000000000000000e+00
7.702071332875046750e-01 5.000000000000000000e-01 4.221825195166604150e-01 0.000000000000000000e+00
6.295558149404084647e-01 5.000000000000000000e-01 1.912640378139628394e+00 0.000000000000000000e+00
5.069763119592726186e-01 5.000000000000000000e-01 -1.632261106656252903e+00 0.000000000000000000e+00
7.653774036901180855e-01 5.000000000000000000e-01 -1.581220530797269985e+00 0.000000000000000000e+00
5.001662797373386260e-01 5.000000000000000000e-01 1.140417922240214432e+00 0.000000000000000000e+00
9.243893306134959298e-02 5.000000000000000000e-01 -1.861709597416882911e-04 0.000000000000000000e+00
2.431590829315852798e-01 5.000000000000000000e-01 1.168927605315506213e+00 0.000000000000000000e+00
1.098837383805922607e-01 5.000000000000000000e-01 -1.232672145098078209e+00 0.000000000000000000e+00
6.335344087952082814e-01 5.000000000000000000e-01 -3.048429139353647788e-01 0.000000000000000000e+00
5.057722858860417281e-01 5.000000000000000000e-01 1.533073113168180290e+00 0.000000000000000000e+00
5.091948261374467100e-01 5.000000000000000000e-01 8.458926213342542466e-01 0.000000000000000000e+00
6.374515347229817719e-01 5.000000000000000000e-01 5.568199019563305208e-02 0.000000000000000000e+00
2.276108142754245944e-01 5.000000000000000000e-01 -3.478949951629048409e-02 0.000000000000000000e+00
3.711661665657789988e-01 5.000000000000000000e-01 -1.521693509405280365e+00 0.000000000000000000e+00
9.086510256130538865e-01 5.000000000000000000e-01 -7.600622213798577942e-01 0.000000000000000000e+00
9.058846508506874784e-01 5.000000000000000000e-01 5.252785636946841197e-02 0.000000000000000000e+00
8.934679918014286626e-01 5.000000000000000000e-01 4.422399216903464270e-01 0.000000000000000000e+00
1.056910073861459382e-01 5.000000000000000000e-01 1.175706114604055053e+00 0.000000000000000000e+00
4.973526983571655014e-01 5.000000000000000000e-01 -3.910667692271115881e-01 0.000000000000000000e+00
2.271452476874197546e-01 5.000000000000000000e-01 4.067927707717970964e-01 0.000000000000000000e+00
3.641337506412688496e-01 5.000000000000000000e-01 -1.159818952676422432e+00 0.000000000000000000e+00
9.906059489241558769e-02 5.000000000000000000e-01 -3.554416206676015433e-01 0.000000000000000000e+00
4.951216229564103788e-01 5.000000000000000000e-01 2.052920555068036279e+00 0.000000000000000000e+00
9.167380154452062224e-02 5.000000000000000000e-01 -1.879899944526560063e+00 0.000000000000000000e+00
8.954384966778344834e-01 5.000000000000000000e-01 -1.921844504942800347e+00 0.000000000000000000e+00
9.675858992206785858e-02 5.000000000000000000e-01 -1.614371227545370102e+00 0.000000000000000000e+00
6.319785926911087870e-01 5.000000000000000000e-01 3.714757328812148263e-01 0.000000000000000000e+00
6.398966292279860690e-01 5.000000000000000000e-01 -1.225444516977960863e+00 0.000000000000000000e+00
7.650417373199028814e-01 5.000000000000000000e-01 8.261562742812007532e-01 0.000000000000000000e+00
4.927936734527408325e-01 5.000000000000000000e-01 -1.919127336301508668e+00 0.000000000000000000e+00
3.712814602891960081e-01 5.000000000000000000e-01 -1.879425459459239001e+00 0.000000000000000000e+00
5.069947927531750498e-01 5.000000000000000000e-01 -1.991843587338741617e-02 0.000000000000000000e+00
2.271639933645857590e-01 5.000000000000000000e-01 -1.455556585279181858e+00 0.000000000000000000e+00
8.954630315544395147e-01 5.000000000000000000e-01 1.984035484849445918e+00 0.000000000000000000e+00
2.240525203986774294e-01 5.000000000000000000e-01 1.626377429277985120e+00 0.000000000000000000e+00
6.417447346311893064e-01 5.000000000000000000e-01 8.839739102663346504e-01 0.000000000000000000e+00
